VendorNo,BankCountry,BankKey,BankAcc
96769,MNE,262439,24980890
81275,GRC,025029,78729407
81275,BWA,798694,27889195
11834,AFG,557949,12834884
11834,ERI,623434,25464070
27022,ISL,254351,96314144
33767,KGZ,620236,04431381
49997,CMR,224037,71016480
8423,MUS,829081,95187175
8423,MCO,874110,14779291
84022,FIN,101562,12977707
84022,ZAF,275160,03643508
43502,ARG,159359,61004422
43502,GMB,527282,83186281
90372,FLK,487003,48178199
90372,KIR,962697,93268901
91244,TZA,446125,58873807
91244,IOT,291061,48206184
85798,ASM,406909,14721578
62086,JAM,192748,36930790
62086,BTN,298583,23624707
56024,JOR,112772,13061547
56024,ERI,344492,64583210
92550,MOZ,340739,96405173
92550,BVT,584412,36646524
40403,LBR,960812,67352138
40403,GAB,158329,85207871
15783,MDV,843456,38646389
15783,KAZ,096519,42402623
95489,ETH,059658,57049326
50088,BHR,407042,37236513
50088,AGO,105922,59088060
29713,NER,659320,78462451
29713,ALA,868623,03306692
45366,CCK,063793,40125578
26145,BRA,585243,59149579
26145,PCN,359917,83439874
68311,HND,234371,29577380
68311,SWE,841981,51197330
20126,TZA,726836,98356246
20126,COK,706015,56152664
69944,COM,514468,87944863
69944,MAF,368746,99246634
53489,SYC,064448,70083131
21852,NPL,360865,85475766
21852,NCL,212127,78582385
66341,AND,465768,07583701
25648,GMB,113512,07260733
2692,PCN,304941,98286945
91544,MYT,230182,50513103
36327,MKD,642974,09735390
77128,MNE,323678,08423541
80449,DNK,914419,58782491
80449,GNB,968881,86279378
5011,NAM,678603,72243840
5011,JPN,295391,92601807
33757,KGZ,737147,00436503
89065,AIA,191288,88601400
89065,MYT,277814,65954628
568,KEN,682131,89853463
568,ALB,211895,81120059
4522,ALA,808399,48226727
25330,RUS,187982,69808145
25330,ECU,100691,75653638
62593,BES,588779,74079307
62593,AUT,868419,94178249
13622,KEN,467816,49055980
13622,TZA,704698,67415952
61392,PNG,347770,65720865
19532,AND,405982,81041160
19532,GNB,460527,06546509
20168,ISR,242345,30250517
52217,COM,697864,39815264
52217,GNQ,998032,26420095
99504,ALB,202132,47417307
99504,ECU,896278,98010886
17788,BVT,811676,13656732
17788,BIH,064867,47135575
41349,BIH,233093,58581461
41349,TUN,587875,45968181
17646,ATA,346303,08796698
17646,PRI,226674,74325151
17987,ZMB,734594,63231525
17987,URY,738872,96003677
51373,LAO,408919,14730671
67567,TKL,498258,62212154
67567,DMA,582287,68237187
39767,DMA,847408,93511663
39767,QAT,215806,33821423
64754,ISR,976914,07807526
29261,LUX,533737,26140522
73706,BWA,265997,41096648
73706,BEN,614747,16592923
5858,PRI,457084,67189596
1006,CIV,785736,28868349
51555,PRT,660455,98173490
51555,AFG,223521,71778305
30844,SDN,495237,92963238
72939,KAZ,986493,22369975
37902,SMR,482025,54442584
37902,KGZ,708380,43771534
15831,BRB,059892,51211579
15831,YEM,938488,38862049
75530,GNQ,760845,97226742
28279,NIU,396991,35277905
7204,ABW,931927,10150477
7204,COG,864488,08395002
16475,BMU,260596,73335769
90807,DJI,323895,64457276
30821,VAT,855347,29118293
6419,BTN,461718,20581354
6419,SWE,743817,34290370
68787,DZA,029143,71278567
68787,VNM,406330,26888405
80035,VGB,581877,91212550
47106,GNQ,522155,03944928
47106,SWZ,180890,79520589
21296,GRD,388996,34026006
25447,ESH,845401,67142228
25447,LKA,653413,43782773
20674,DMA,330211,60276761
20674,NAM,672418,70851040
34331,CMR,243072,25970305
64348,IRQ,406808,43910608
63243,MKD,533280,86036036
24519,REU,736852,51370457
24519,NIU,782167,20837525
89089,GRD,159982,57784390
89089,ITA,884733,73796914
21118,ZWE,108002,85676504
21118,MRT,099940,50499072
8693,LSO,987424,51196579
66292,ALA,342144,54574393
39451,GUM,790890,24247624
62238,SEN,014020,01145007
62238,TKM,628439,45007844
69330,GIB,968989,74444785
55387,VAT,979363,37862346
55387,GHA,174399,77642101
59011,PAK,512410,67286790
59011,LUX,000549,04959916
6380,MAF,992570,42970490
58430,GMB,876107,07968928
68615,ALA,180181,94949700
13578,AIA,201166,74842233
92385,SAU,032165,05676766
17526,ISR,404728,67530721
32419,SVK,565577,46966620
32419,ESP,208849,79168497
25755,ATF,154175,80400200
25755,CUB,177789,23939543
2575,DZA,238776,83604352
2575,ETH,049427,38058270
89380,UZB,417051,37773979
89380,FLK,767745,64765936
87591,LAO,918202,05539312
8552,BIH,816922,12664402
52364,KOR,347751,69228276
52364,MSR,969197,02724732
9141,YEM,066099,40045498
72014,OMN,218475,52697996
72014,PSE,344640,99717568
75272,MNE,789459,83577447
87327,GIN,540295,90214921
87327,LCA,152959,48532912
74156,UMI,234885,59900900
13686,GUY,835451,34408388
13686,PER,755824,09749240
32427,MAC,952667,37288954
32427,ZMB,775345,60892123
45889,AFG,851858,19441521
33635,PAK,139958,94760171
33635,LTU,246574,30524425
82390,CXR,218691,89920516
82390,GNB,253967,17448420
98434,GRD,670853,31410215
98434,TZA,841486,21372902
86584,EGY,341852,07846532
86584,BHS,637015,71537600
7483,BIH,532857,82099099
7483,ABW,279614,86160179
92811,ZMB,643619,42796795
92811,MNP,183414,94564298
93391,MAR,770848,32697047
14544,BDI,707330,59883119
84165,IOT,019459,85361027
84165,MYT,860806,77590785
80000,CRI,072995,88461071
80000,ITA,345227,03513513
56620,KWT,429125,76462565
37564,AND,659044,48671721
15314,TUR,690413,57442520
15314,BVT,362490,08618207
3856,SYR,500216,50875111
3856,USA,730951,01272480
37874,SAU,212345,11737980
37874,ATF,435673,82853096
15623,TKM,859101,96817561
15623,OMN,530303,21213895
39988,MMR,178621,33111356
54201,DNK,355146,99902761
19311,CUW,765986,15964010
61682,PAK,219962,13481102
61682,ISL,350156,72774241
37253,GAB,040584,82444051
37253,SVK,375984,43006694
14867,CXR,977887,94719115
12073,IDN,974136,56326623
86324,CIV,531329,83849323
17669,COM,747112,66022394
17669,BHR,092986,68268398
82452,VEN,943075,13579151
82452,NRU,413656,99470309
93107,MLI,453100,01312951
35383,KAZ,666909,00268893
35383,PRY,927748,78302833
65000,MOZ,293995,98362799
65000,WLF,818317,12592714
1405,SWE,088925,91076236
70445,VGB,089292,55574148
27953,IRQ,934283,22880772
27953,SGP,897092,05523911
46144,AIA,707833,31331138
46144,SYR,171765,02307763
67048,MNE,666513,01037825
67048,PLW,661654,89064523
76350,MUS,656240,81959257
5396,FRA,890480,22576915
28674,TJK,132511,28023650
28674,SYC,820348,46758059
45058,VCT,241166,61595888
45058,AUS,197273,28671913
41103,KAZ,998709,13052460
41103,MNG,975337,89140510
27509,AND,853486,61897736
27509,BLM,071463,63515813
97312,TGO,135594,57183690
54783,CAF,880837,24145361
54783,TON,660137,95333381
91411,KEN,740843,80864320
32856,BLM,339618,47889852
11018,MLI,741892,68999915
10405,UZB,345122,68575816
10405,MNE,887602,70586192
30190,BOL,216938,39085225
76389,GBR,541804,78778303
36048,MAR,981197,06763429
36048,NFK,676736,60549855
83303,DZA,597171,71908018
72870,TUN,980409,76593232
73157,USA,995441,42141763
77321,LTU,044113,84111588
33803,LTU,182249,10308990
53672,PHL,989455,22546244
2956,CHE,416533,14154644
2956,MKD,347158,48571260
20976,DEU,543124,08530892
20976,MDV,034084,05434122
49351,ALB,881677,02644979
49351,MLI,623116,87091223
60618,HRV,145375,28411267
84181,COM,314726,13962737
79638,TUV,022956,83062602
79638,SLE,122754,85874028
25032,MYS,775972,51065586
55292,ERI,328762,73112315
55292,AUT,217760,81128957
64704,PCN,691187,75670982
64704,AND,931123,90658624
14116,TON,783387,70613526
14116,FLK,273936,42280724
69083,CHN,283367,42919566
84771,SVK,310313,00938356
99676,PNG,370309,90207497
99676,NLD,925166,43197750
20603,GRC,155590,43399515
20603,ABW,849275,85831303
968,NOR,602170,28478268
83889,GLP,799379,15120956
83889,TCA,738838,68893408
36570,JAM,975294,74544508
36570,ISR,636779,25497744
1588,CUW,023991,66410805
1588,BRB,082387,74819568
60084,SMR,472512,17296818
60084,ATA,339310,75260573
58146,AUT,659828,04068102
49957,SOM,075121,55227458
17610,REU,882514,55554894
17610,SWZ,236265,21272878
83434,BMU,289282,66178374
10029,BTN,309059,50969427
25246,VNM,326319,77833974
92899,SOM,018743,57858166
92899,CRI,964372,64302923
81771,MLT,877312,10115806
63900,ATF,379521,14071852
69706,MNE,605067,50166773
69706,NLD,078129,40121465
90928,DOM,409157,49010256
90928,DNK,408896,49290295
14571,KIR,337726,26015620
69459,VEN,574743,59749394
69014,BHR,887206,54142464
69014,NOR,651071,96992696
88782,PCN,418279,01218795
99903,TTO,157769,56506263
99903,PRY,094061,54924090
87999,BDI,277334,71942356
87999,BLM,419338,63258500
26668,VCT,367485,01459464
23364,GGY,421033,94882666
23364,SEN,870450,23082856
6420,DEU,052814,26151308
6420,THA,562806,56133093
8307,REU,904216,67442211
8307,POL,774265,31015999
61707,FLK,566529,38935016
72472,BLZ,626014,27754397
74688,HUN,213052,59193231
48470,BGD,869339,95580134
29398,MLI,193840,82770779
29398,AUT,841543,43897825
66960,MAC,563604,63383370
66960,RUS,847716,83099241
76606,CHL,382785,67413682
59866,KAZ,226970,03558714
59866,PAK,582763,39053707
11823,CUW,305598,67537369
11823,KWT,477538,46012286
74750,BVT,979415,95235535
74750,MAR,481365,73173384
36403,HKG,819233,15509333
36403,MNP,836847,79415375
1201,CCK,819117,06220931
1201,BGR,765744,66609179
86360,ISL,182669,96813978
38687,SEN,917733,26930391
48862,NER,248203,78289820
74411,MLT,000491,64348823
50257,MAF,005152,52647884
69643,VAT,722066,80811599
69643,GTM,218112,17790155
91773,IRQ,478176,72657325
91773,VGB,858941,65364811
90298,NPL,630134,04186512
68014,ISL,218965,89932876
82420,HRV,616249,33590325
82420,NZL,119333,18941453
27923,GRL,020844,81168206
27923,MDG,881207,91163589
88494,DEU,610106,34206386
2372,PRY,288940,99769441
2372,BMU,968839,30742158
86068,BDI,429199,49429889
61664,TCA,441334,49962749
61664,KIR,142484,85671860
8018,BIH,667902,37474773
8018,BDI,829362,42537391
19776,MRT,802296,67765307
19776,TTO,480154,48222295
54642,NCL,742000,83487243
54642,UKR,947062,57617358
68480,IRN,001061,00876697
53544,LBN,882035,87888216
53544,SXM,101492,38767288
70826,LKA,038717,30229776
70826,DZA,247658,90945324
6908,FRO,309586,05414607
42482,GIN,485877,79154085
42482,DNK,573616,80451897
23477,CRI,935793,96082264
23477,LAO,744338,95584172
72025,DNK,137996,82116781
72025,HMD,453619,59234242
84918,USA,549287,82572871
84918,NER,807718,03444085
27079,URY,573016,88575166
27079,LVA,923550,66205069
18378,GRL,436204,36779184
18378,ESP,300906,11694063
75377,NGA,115408,81473239
75377,IOT,542775,43982765
33993,LBR,609940,57655838
32993,SGS,061974,92111454
16252,USA,431225,13528923
16252,PCN,259987,91813022
72174,QAT,832518,90987440
72174,GNQ,773372,92785843
40784,HND,644999,95294320
40784,NGA,560181,74980591
17144,FRA,391943,51521136
17144,NGA,696678,05510140
67872,GRD,111853,56667622
67872,VIR,513345,98863394
72936,SDN,531664,21901461
35905,ISR,221259,89605286
35905,GEO,235045,27066258
19061,NIC,813077,36525202
19061,REU,599733,41035735
69505,JPN,055598,38195025
24448,GRC,496870,81950145
94182,BMU,065511,71942957
16317,MAC,265706,51526574
16317,ALA,373303,64190892
80650,LVA,591784,41976324
53673,GEO,109259,54265177
53673,LBY,362270,90947027
95131,PSE,836019,58662231
95131,GUY,874930,36993593
19640,NPL,686753,48870049
68827,KEN,480083,41710619
68827,GAB,008637,05449099
57668,CCK,327157,58854713
38432,LBY,684481,61223714
56746,VCT,549463,44495969
44502,PAK,528947,89477447
44502,IMN,317280,65625195
15257,GGY,993829,14659941
15257,SLE,308199,00863556
55597,TCD,395840,83704135
55597,LSO,411815,64839410
37287,FJI,022884,84009583
37287,UMI,143016,18479155
45822,JEY,667013,06696734
53381,QAT,108559,61181415
80021,NOR,089350,50441119
13001,OMN,898409,56292192
96496,KAZ,581760,82902533
85504,YEM,760536,24519172
85504,CHN,587033,94033684
76039,MYT,033355,28597037
76039,SDN,322723,11826083
5709,CPV,060298,65693230
53762,EST,636160,64555094
53762,SRB,963019,52908546
88541,ISR,939164,56813461
87340,ISL,780814,68737300
72892,JPN,737820,79848180
21010,CRI,094342,09293633
56130,VIR,945560,84833547
52195,CMR,754313,90984782
63233,PAN,432194,91728540
58827,VCT,155527,37992226
18866,LSO,450502,17092422
82783,ITA,668253,20518059
82783,AIA,568973,92968316
18253,BDI,104468,17709702
18253,LSO,360004,08938785
31618,IRN,188639,07875088
33831,IDN,582124,99313500
75558,FRA,818711,62333744
75558,VIR,991430,49899256
16300,CYM,290159,13100468
16300,FRA,924159,62528633
55443,BES,916323,96845738
55443,LIE,296481,80860377
82695,QAT,744914,38030236
82695,UMI,748937,84980341
99749,ATA,026851,04508566
64406,VIR,426522,92372205
64406,POL,731464,00164509
89848,FLK,262730,65084296
89848,MRT,565349,37300274
28545,CUB,339811,73960810
28545,IOT,666709,24435797
81888,HTI,393804,61684840
62556,KEN,015256,12880323
20541,TCD,184520,05625385
95462,GRD,610237,11289541
95462,CRI,160839,42765352
91273,BDI,668409,35582058
91273,MEX,637279,21068476
83465,MDG,882621,79655609
24924,DNK,430058,75210823
15948,KIR,149494,43687609
68254,PLW,455877,45010433
68254,MYS,568427,89549106
68848,MYT,034919,56930085
68848,TUR,472057,84697180
67198,VGB,620304,51212817
39328,HND,599765,63052374
39328,JOR,823516,20059361
77849,MAR,091698,18800365
40318,YEM,263257,41823238
40318,LIE,783689,64088095
64013,SPM,305231,14159329
89016,BRN,670077,49947227
44475,COG,396245,83163757
79981,BTN,776020,75061492
46435,MLI,701592,79735496
49509,BLZ,120522,91598768
2865,ARG,307184,94492808
2865,VCT,876236,95332706
7158,BEN,265431,10433827
7158,ZAF,090711,06437521
22031,LBN,712593,99718456
22031,MAF,218684,24651649
71333,ARG,618453,34667410
2108,EST,965312,78592348
2108,PNG,066253,36867031
48715,MLI,146556,27902184
91599,ATA,557071,85268316
91599,SRB,040267,07953874
74107,VEN,356085,57068018
74107,VCT,319003,30804943
1619,NER,605865,36175996
49332,BEN,065994,60891173
40637,GAB,238125,75698272
2718,MNG,152385,59835984
2718,SWZ,878628,10404701
45251,SEN,765355,70651800
45251,SGS,840289,04477528
75378,PRT,798162,23999993
55844,BGR,930161,57733373
55844,JPN,659991,48900110
85978,CZE,396375,23380173
31701,GEO,395984,32063179
31701,TWN,922655,99519245
82773,IRQ,016103,17176795
90614,VEN,343107,55682923
12686,ARG,238515,36621885
36914,IRQ,118016,77049812
36914,RWA,455782,55660558
21185,MEX,557593,30803821
42187,BTN,382466,45243470
41044,PRI,405697,88903183
41044,MNP,013306,19733129
66158,CIV,460575,78456484
66158,VIR,759025,60787574
79803,MHL,803846,37603086
28032,AZE,399016,48345634
10942,BOL,169898,01114798
10942,ARG,317763,32170531
14476,AND,063059,15315829
70602,KHM,863687,02042963
79656,BTN,377290,24924129
79656,PER,598352,61818704
95752,CAF,388720,57848133
75167,PRI,193238,59203744
18831,DMA,629334,44441270
70188,TGO,396969,72890903
70188,SPM,307705,09943977
41473,SPM,504402,33047085
38296,MHL,040636,26281132
63622,CHE,460520,99830220
63622,HKG,324905,05906534
62972,SJM,714006,55845012
98894,URY,562049,25932135
97460,RUS,526772,58383856
97460,PSE,108729,10348818
73358,BES,378766,60027029
73358,COL,919900,30580495
14818,BGR,971300,43609309
14818,LSO,017056,83089482
84547,ABW,692857,42320289
84547,LSO,009865,58034259
24645,SVN,016877,09250530
24645,CHN,887846,98528396
74544,ARG,200855,59429371
74544,KWT,894624,33666971
23708,SUR,103693,61873432
64800,PYF,722351,28394439
53753,SJM,581681,59303966
53753,BHS,374068,05246363
86494,WLF,274491,24654555
86494,ISR,077688,01707360
78603,DOM,195126,35488332
78603,ESH,664462,97392593
44873,AIA,814294,70934069
44873,MLI,551379,16064034
88742,LTU,385118,13429697
88742,HRV,669463,02586522
71986,CUW,558672,34755191
71986,ATG,097881,96922222
21664,GLP,141288,20763798
15415,MCO,339938,27752535
29266,RUS,240512,45138008
16423,TJK,956683,02426637
11276,HTI,566233,66206068
34085,HUN,618051,87748922
24584,MNG,750823,88125832
75420,NAM,422129,84023506
75739,MWI,112512,52924347
75739,BLZ,014685,84902586
74042,IDN,786241,75542139
35957,SLE,121387,98598037
35957,PAK,053283,55477475
50182,UKR,667280,90720995
50182,BLZ,394064,67175371
34679,TKM,267866,83082457
90787,VGB,158909,26069102
90787,BHS,968284,66466563
76767,MNE,287883,41326202
76767,SLE,616942,87520405
51535,EST,319204,62478713
51535,RWA,156971,18080881
91645,VCT,493699,45765123
94778,ARM,581038,45236593
94778,BGD,436221,07383727
37019,IND,399287,54928918
53405,NAM,613063,71779246
63997,PRY,372260,49320992
63997,REU,113828,99801902
7177,HRV,150256,69508907
7177,NRU,551560,59855468
49620,TUV,118742,24359890
49620,IRQ,178927,22119275
15935,TKL,301205,06062219
16486,CRI,568193,33853532
19858,CYM,461653,97706679
19858,SYR,260234,63760330
48605,KNA,632066,43926736
48605,SUR,187636,01150699
50719,FLK,079957,68654567
65238,KGZ,532937,69633248
46898,NPL,374834,66265514
46898,FJI,589551,28849808
18622,MHL,885543,04940328
18622,PAK,739116,76913678
48693,UMI,790529,49755996
48693,EGY,047796,29317930
23352,IND,881155,66427862
61360,LBR,325736,47918381
61360,TKM,868769,92834147
35928,ISR,939036,27056645
35928,HTI,738933,75830857
99328,CAN,686813,04194977
99328,EGY,490541,57710426
47301,MAR,502129,37410223
6239,SGP,722084,99976340
5914,JEY,640785,26302825
75475,MDA,606684,04408269
75475,NAM,690265,37204150
16749,GRL,343289,47719963
16749,GHA,775552,17881409
73402,ISR,314888,99729523
77392,EGY,010376,43321549
77392,GLP,456396,62649174
16444,SEN,853606,96712255
16444,VGB,536876,79953356
20178,MAR,028686,82200020
20178,SVK,357926,06058462
37488,BHR,245489,93057335
37488,NAM,792663,87823293
12856,THA,340980,40584347
44947,TTO,003186,33579928
32710,CHL,116206,62943553
32710,PLW,934731,89225497
1602,REU,684467,49575066
1602,MAR,404554,21395277
76701,BWA,691347,82791799
55450,MYS,610199,83779459
55450,TKM,683942,61631860
90514,WLF,878609,26841945
62874,FJI,526656,28406476
2333,CRI,830168,75181248
12730,SUR,296692,83461262
12730,GGY,908118,52921863
88735,BEN,782061,70374090
67328,FSM,231143,11794255
67328,BFA,679443,68779567
11122,AIA,810590,11973168
11122,PRI,545954,17428578
47931,MMR,375153,76346590
97666,JAM,500032,52788996
97666,BLR,785830,84983107
37801,PNG,119999,51124738
37801,NCL,201296,81524243
46975,DZA,582117,43906110
77086,FRA,251974,42831742
77086,MKD,959723,00060279
52051,FLK,754095,25902453
52051,UKR,774684,77053768
76401,ARM,514579,98723296
76401,KGZ,823494,85082829
90058,SHN,442705,02579846
38214,LIE,916267,87219367
38214,BRN,523080,74422426
49543,MCO,540695,24511774
49543,USA,776973,62536988
78294,NLD,681289,44431783
15254,MCO,770084,95255471
68972,NER,305271,79652570
68972,BGR,785616,42183194
58024,BDI,814861,99076707
86042,PRY,621154,98264979
86042,PRT,069895,35809889
4646,GIB,660127,96811874
84187,WSM,306294,20855221
84187,NIC,720767,99695537
17505,MLT,620179,96654587
40523,BHS,223024,39215271
89007,GTM,686975,86354552
98300,SHN,385169,12050587
13788,ARE,456252,03133898
13788,GBR,292137,72097340
98357,LUX,929106,15980609
95262,SRB,668977,10794116
58495,BEL,300304,34687995
96328,EST,531371,37401387
96328,GNQ,372012,84954335
54189,GNQ,862087,78676838
93439,GRD,615209,49633984
93439,KGZ,191743,78827491
32148,USA,800166,39636364
32148,MCO,414580,02100906
72127,TON,082990,26366652
72127,MYS,412886,28808127
86485,MNP,124387,24859403
37437,LAO,580775,37124970
37437,TLS,023553,02865474
8834,GEO,366859,82994253
8834,TON,465696,31773367
36059,MOZ,747924,73663372
49905,NAM,937973,36192458
21289,LCA,310013,12849996
21289,VEN,200605,49145211
86835,GBR,520029,11738996
40696,COG,627902,81042422
40696,ATF,339016,91453034
64517,POL,624482,02013989
31507,ASM,878014,56309406
80965,CHE,649134,62947909
80965,PHL,929641,74457930
47646,BRB,812713,97591539
47646,CAF,679151,29984580
22623,YEM,661368,87563454
22623,NLD,040605,75587990
96068,HMD,738065,15540566
96068,MNG,260066,76405442
69705,SWZ,335114,31937660
69705,GAB,557627,10476558
37413,LIE,672757,03000946
53241,SVK,401062,05428883
69580,BRA,850197,23720337
38382,MWI,124560,66681783
32945,NGA,967584,46812965
32945,ZMB,673170,39971456
73379,ATA,957463,19594402
78844,ERI,070744,14272040
38819,IOT,049220,80888596
67733,GAB,718254,40427163
67733,JAM,202014,49817806
17611,ALB,378087,50301187
17611,STP,577863,98533433
2246,FJI,030695,00875899
91085,GNQ,531381,77440273
91085,ETH,848365,33002491
90318,BFA,300473,11555552
74883,UGA,502648,37881942
55504,CZE,664687,91891285
55504,MHL,175398,95837280
23424,MWI,770642,69199421
48270,DOM,710833,61392937
38566,MRT,024521,56053128
55604,PLW,161368,13921446
97256,OMN,007505,71742092
85506,BLR,105518,36795736
60494,PAN,469312,76635285
60494,SYR,206368,39624946
20137,STP,608647,38053148
88564,KOR,914506,67145236
88564,CAF,724317,50938889
77339,ETH,415751,06429530
77339,GNB,506468,27594273
14968,GLP,406863,37116010
14968,CAN,838429,45085764
45662,THA,463676,64316360
45662,PRT,618354,94565493
66216,BGD,928161,50479438
66216,TTO,597277,92003834
91090,BLR,984844,12923028
91090,GRC,496258,34556881
21816,GUF,904534,57379002
21816,SAU,727088,87541514
37662,ESH,413668,88763521
72690,ZAF,242552,28689375
72690,GLP,326329,33313430
92268,LSO,543217,66915898
92268,ESH,900148,35995556
46919,BLM,357708,22297962
46919,CIV,635286,24939974
25009,NIC,212225,96957106
25009,TTO,334103,97799695
27229,MAF,299410,37997568
27229,TCD,710132,14667445
94942,NLD,764634,56089725
7149,VUT,431739,37018393
7149,BDI,068967,60789792
24750,ROU,534617,18168509
63857,NCL,134517,13816845
27224,BGD,598514,46582994
27224,PRK,062253,51385395
92982,CYM,426104,96140139
92982,KHM,536424,03864810
76192,GTM,547619,96993139
32586,SWZ,968150,02990627
36171,ESH,351667,67655210
36171,IRN,906325,32730277
1893,TZA,188942,19211812
1893,PNG,766455,53773808
40174,MNG,230447,28138409
40174,MLT,192852,52215667
95986,TTO,437004,08908396
91211,NZL,247087,11140554
26803,BVT,658379,72664980
26803,ASM,704638,15603873
84475,AUS,889592,99167559
7036,GRL,692658,47078564
7036,HUN,664045,15817792
71750,SGS,228011,48402657
71750,GAB,609746,95891244
43900,TKM,845419,17309093
43900,LVA,073392,18919317
52876,SYR,690503,09914683
23271,CAF,397008,46524899
23271,GAB,853183,11412078
42587,BVT,146340,27709854
73512,BRA,594116,05546930
73512,BLM,199227,64726524
83651,ESH,290453,49170551
62971,SPM,420242,04259861
8170,CUW,812044,82322041
70224,MDV,225010,78195042
70224,CHL,599106,36598692
30555,TCA,063656,43740308
30555,IMN,717012,32897894
73978,ARM,152210,23807244
89922,CYP,698504,22494588
89922,ETH,720636,00310914
45514,PAN,007907,25383879
30686,NIC,089005,23492762
30686,DEU,646581,05317837
65362,IND,485121,84878086
98995,HMD,410989,96512670
98995,KIR,688356,47024525
93618,SWZ,518916,16658599
84910,AUT,700212,97848096
33965,PAK,670550,86632038
33965,MNP,906399,77731203
5885,MYT,008046,04280043
24713,MHL,336498,15913279
24713,MNG,131241,54749828
69352,SRB,517344,63938248
69352,DZA,011590,48905949
60737,HRV,332390,95898589
77114,TJK,266537,84069614
77114,POL,495694,39251338
60948,ARE,967991,17372711
32874,MHL,174271,08607202
32874,EGY,660778,85040757
73476,MAF,741787,02466661
19261,ATA,890772,10780151
6838,BHR,194050,69906018
6838,SWE,932976,86659009
5128,PAN,753244,98147334
40944,PHL,292406,35173782
40944,SXM,552674,64927123
3735,BDI,557762,29217007
3735,AIA,691341,17131346
62489,NRU,304872,11379465
62489,PAN,795568,11413043
50226,IRQ,594413,97388026
71040,NAM,925952,60221343
12202,ASM,605617,97859066
40753,NGA,723610,81233305
96985,BWA,330720,55137797
79922,NRU,102807,15654829
79922,VIR,783502,20422253
42702,MRT,555190,23680633
42702,AFG,249267,07996324
44530,DEU,218397,85736951
44530,MNP,665402,84443423
87320,LUX,157734,54061279
87320,NGA,992724,89893154
28828,MTQ,894902,58649922
52601,THA,352126,60347218
99900,BLR,255186,22409495
92638,KNA,433904,63201998
92638,PCN,932726,73937678
62975,BRN,129494,69620684
58421,TON,869674,42609050
86321,NIU,558332,74930719
86321,CCK,627966,45832270
93318,LAO,981388,17962363
93318,MYS,386714,53202171
86148,SRB,706946,24027628
70773,AUT,028789,23460038
63100,BLZ,224987,87873895
2039,MYT,585483,28198399
2039,GUY,880633,37607834
51183,SAU,122093,26747009
51183,HND,896729,44185942
62863,SYR,158676,75381909
62863,PCN,047854,53989758
29077,MUS,247214,65989227
29077,RUS,278475,52902254
98860,GUY,392769,03564795
98860,NIC,976190,42123566
9335,SJM,939956,98672428
15445,BRB,997972,57860922
32194,SVN,495648,75047841
32194,NPL,252873,35552409
5970,FLK,226070,36450734
5970,VGB,990701,36295319
59006,LCA,810868,97984615
69521,SOM,517015,46056345
69521,PRY,267036,10991374
50260,TTO,798702,44692271
50260,IDN,599219,35859376
5988,HND,382285,97718919
35831,COL,760867,99454751
35831,PRI,988573,21509138
11841,UZB,455419,86150102
28614,KNA,808193,73273337
28614,GBR,254867,41885043
27338,JOR,255218,99915592
47906,MKD,137213,82480223
92867,VNM,115083,07625246
92867,GUY,363313,56625630
47923,MNP,070883,87769174
47923,MMR,522848,62252307
73879,CHE,084690,65489366
25299,COD,066979,42943601
25299,SWZ,028783,78268270
55554,BEL,414226,24090202
84142,MDG,101989,13980656
84142,UZB,329822,11480140
66828,CUB,131891,33997987
44220,MHL,697273,98241473
14857,PNG,873041,51953592
14857,RWA,382378,81878486
23556,ALB,128895,15349454
23556,PHL,558869,50126638
86452,MAF,247176,73913447
86452,MLT,889839,45270282
11935,CUB,309831,03506987
11935,PNG,654538,50241881
35290,ARM,833843,05329037
49983,SWZ,604063,54513800
77828,LAO,633170,33409649
60548,MHL,280209,34865451
61810,SLE,203039,83601397
61810,REU,524109,03576114
32842,LVA,697178,80129741
32842,BDI,287802,84376185
7018,PAN,802664,33397330
82782,GRC,656998,58869924
45386,EGY,933804,16992125
20096,CRI,599229,98901542
25851,DEU,054719,85186443
25851,ALA,594130,95647468
49160,COK,314659,53713710
49160,MNG,789057,99302581
89606,IRN,097364,12458900
11022,LVA,952733,98888510
11022,MLT,919154,61749086
89778,ARG,753173,47169826
89778,COK,088220,10946517
37726,BGR,375004,11523174
37491,ALA,657442,40409678
48494,KHM,787453,09450848
53554,GLP,312986,53635885
53554,PRT,609706,21029199
94746,HRV,770102,99263486
25409,SWZ,150015,23433725
17419,BRB,714804,06743269
40697,BGD,629412,59759034
40697,TWN,978691,68358037
37686,LAO,198382,69126497
40268,SPM,966188,29413070
40268,TUR,816362,41503553
68842,YEM,430309,72480173
25371,SHN,620858,65554192
40385,HTI,907885,12501990
40049,MAF,626932,88914862
40049,COK,647231,86376246
97369,MMR,399666,05371563
74726,PRY,259846,96970965
59285,UMI,542802,26613154
59285,PSE,748967,80434037
71597,LCA,609405,34997442
71597,ARE,272550,00597127
87153,RUS,653768,34972820
87153,ESP,141145,01694194
34037,UKR,755417,86985880
36175,GUY,380682,06977086
36175,TZA,462554,08148125
17917,MLT,998490,54432077
17917,SJM,212305,94218162
56089,CZE,554034,99367921
56089,LBY,514008,94385551
85067,FLK,362724,08559858
44485,KAZ,839987,35959051
44485,KGZ,489980,26906191
81416,POL,488619,42607785
81416,TUR,673137,75880394
37236,GBR,350903,01948994
56828,SVN,482639,63195746
